x,y,z
90.087,-65.247,19.173
89.087,-65.247,10.173
83.087,-74.247,-11.827
87.087,-76.247,0.17333
83.087,-86.247,-0.82667
95.087,-84.247,1.1733
91.087,-76.247,-18.827
96.087,-74.247,-16.827
96.087,-82.247,-22.827
98.087,-77.247,0.17333
101.09,-64.247,15.173
104.09,-62.247,17.173
107.09,-57.247,14.173
91.087,-62.247,4.1733
95.087,-64.247,2.1733
94.087,-68.247,1.1733
89.087,-61.247,1.1733
83.087,-60.247,-2.8267
76.087,-70.247,1.1733
77.087,-74.247,-6.8267
77.087,-70.247,-15.827
80.087,-64.247,-4.8267
74.087,-68.247,-0.82667
74.087,-75.247,-3.8267
82.087,-76.247,-10.827
87.087,-75.247,-20.827
94.087,-71.247,-29.827
85.087,-61.247,-26.827
79.087,-62.247,-15.827
79.087,-60.247,-16.827
83.087,-58.247,-17.827
84.087,-44.247,-12.827
84.087,-40.247,4.1733
85.087,-48.247,-3.8267
92.087,-45.247,13.173
100.09,-55.247,18.173
92.087,-60.247,22.173
95.087,-63.247,24.173
94.087,-63.247,20.173
91.087,-68.247,2.1733
93.087,-80.247,-19.827
95.087,-68.247,-9.8267
88.087,-75.247,-10.827
89.087,-70.247,-24.827
96.087,-67.247,-47.827
